"EVENT_ID","LOCATION","LATITUDE","LONGITUDE"
948875,"Glenwood",38.5907,-82.1964
948875,"Bryan",38.5713,-82.1401
948875,"Siloam",38.6509,-82.0906
948875,"Wyomia",38.7571,-82.1548
948888,"Westmoreland",38.408,-82.5053
948888,"Ceredo",38.401,-82.5545
948888,"Kenova",38.4154,-82.5946
948888,"Oakview Hgts",38.3817,-82.5901
948888,"Westmoreland",38.3981,-82.4904
948896,"West Huntington",38.4096,-82.5019
948896,"West Huntington",38.3903,-82.4729
948896,"Barboursville",38.4098,-82.2618
948896,"Huntington Newlon Ar",38.44,-82.3269
948896,"Guyandotte",38.4361,-82.4071
948951,"Henderson",38.8342,-82.1475
948951,"Redmond",38.8102,-82.1311
948951,"Hickory",38.8835,-82.094
948951,"Point Pleasant",38.8813,-82.1433
948951,"Point Pleasant",38.8571,-82.1369
948955,"Longdale",38.9177,-81.9085
948955,"Longdale",38.9072,-81.9225
948955,"Longdale",38.9169,-81.9581
948955,"New Haven",38.9894,-81.9761
948955,"New Haven",38.9931,-81.9458
948955,"Graham Station",38.9667,-81.9195
949610,"Sweetland",38.3194,-82.0463
949610,"Sweetland",38.2897,-82.0504
949610,"Bernie",38.1837,-82.0314
949610,"Cuzzie",38.116,-82.2127
949610,"West Hamlin",38.2976,-82.2016
949613,"Raysal",37.291,-81.7621
946595,"Hagansport",33.3395,-95.1791
946596,"Winfield",33.1617,-95.1122
941650,"Hurricane",38.3881,-82.0401
941650,"Teays",38.3988,-81.9065
946597,"Mt Pleasant",33.1991,-94.9943
946598,"Mt Sylvan",32.4911,-95.4569
946599,"Red Spgs",32.5345,-95.2707
946600,"Hawkins",32.5872,-95.1994
946601,"Naples",33.1853,-94.711
946602,"De Kalb",33.5035,-94.6062
946603,"De Kalb",33.5147,-94.6288
946604,"Carroll",32.4762,-95.5211
946605,"Linwood",31.6665,-94.9933
946606,"Lilbert",31.736,-94.9023
946607,"Mt Enterprise",31.9121,-94.6812
946608,"Meldrum",31.9249,-94.3243
946609,"Elderville",32.3722,-94.7284
946610,"Glenfawn",31.9148,-94.8558
946611,"Minden",32.0135,-94.7076
946612,"Minden",32.0468,-94.6478
946613,"Henderson",32.0986,-94.7658
946614,"Henderson",32.0997,-94.7661
946615,"Henderson",32.0964,-94.7625
946616,"Gregg Co Arpt l",32.3991,-94.7218
946617,"Lufkin",31.3276,-94.7346
946618,"Lufkin",31.3213,-94.7179
946619,"Ironton",31.9148,-95.4044
946620,"Rusk",31.7941,-95.1491
946621,"Clarksville",33.6073,-95.0524
946622,"Nacogdoches",31.6118,-94.6852
946623,"Hodgson",33.4776,-94.6696
946624,"De Kalb",33.5122,-94.6215
946625,"Lindale",32.5001,-95.3862
946626,"Appleby",31.7189,-94.6059
946627,"Denning",31.5042,-94.2971
946628,"Boss",33.8305,-94.8792
946629,"Harris",33.7502,-94.7274
946630,"Old Town",33.3898,-93.5743
946631,"Magnolia",33.2668,-93.2329
946632,"Caney",33.5756,-93.2088
946633,"Magnolia",33.2664,-93.2242
946634,"Lisbon",33.3205,-92.8346
946635,"Newell",33.1704,-92.7204
946636,"El Dorado",33.1916,-92.6397
946637,"Smith",33.1447,-92.6237
946638,"De Queen",34.0329,-94.3427
946639,"Foreman",33.7124,-94.3921
946640,"Milrose",33.8862,-94.1898
946641,"Richmond",33.6312,-94.2105
946642,"Richmond",33.6219,-94.2196
946642,"Pine Prairie",33.6198,-94.1777
946643,"Texarkana",33.4456,-94.0272
946644,"Hope",33.669,-93.5998
946647,"Hope",33.6682,-93.646
946649,"Hope",33.6597,-93.6012
946651,"Lewisville",33.3587,-93.5765
946653,"Hope",33.6609,-93.588
946655,"Kress City",33.317,-93.5865
946656,"Buckner",33.4172,-93.4151
946658,"Lewisville",33.3572,-93.5802
946660,"Bodcaw",33.5623,-93.4068
946755,"Sentell",32.6158,-93.8158
946756,"Vanceville",32.6316,-93.7334
947618,"Mayfield",37.4644,-89.9658
949761,"Poplar Bluff",36.76,-90.4
949761,"Poplar Bluff",36.7661,-90.3758
949761,"Poplar Bluff",36.7403,-90.3678
949761,"Poplar Bluff",36.7409,-90.4081
947633,"Annapolis Buoy ",38.96,-76.45
947634,"Hart Miller Island ",39.25,-76.37
947636,"Annapolis ",38.98,-76.48
947642,"Thomas Point ",38.8838,-76.477
947645,"Thomas Point ",38.9,-76.44
947649,"Susquehanna River Buoy ",39.5393,-76.0744
947653,"Tolly Point ",38.9358,-76.4361
947655,"Rod n Reel Chesapeake Beach ",38.7189,-76.333
947662,"Gooses Reef Buoy ",38.56,-76.41
947669,"Baber Point ",38.3089,-77.0019
947672,"Potomac Light 33 ",38.34,-76.99
947674,"Mid Bay Buoy",38.404,-76.386
947678,"Gooses Reef Buoy ",38.56,-76.41
947681,"Lower Hooper Island ",38.26,-76.18
947685,"Raccoon Point ",38.2491,-75.8331
947686,"Piney Point ",38.13,-76.53
947687,"Crisfield Cg ",37.97,-75.88
947688,"Petersburg",38.9988,-79.1349
947692,"Petersburg",38.9987,-79.1221
947693,"The Parren Place",39.0072,-78.949
947696,"Dulles Intl Arp",38.9347,-77.4473
947698,"Clarks Crossing",38.908,-77.3197
947700,"Lake Barcroft",38.8524,-77.2091
947701,"Ilda",38.8438,-77.2716
947702,"Arlington",38.8738,-77.1052
947703,"South Washington",38.8565,-77.0346
947704,"Newington",38.7213,-77.1869
947705,"Anacostia",38.8868,-76.9893
947706,"Us Capitol",38.8721,-77.008
947707,"Mount Pleasant",38.9387,-77.0297
947708,"Potomac",39.0316,-77.198
947709,"Clopper",39.1496,-77.2404
947710,"Parkwood",39.0227,-77.1117
947711,"Davis Arpt",39.2413,-77.1435
947712,"Bethesda",38.9652,-77.1133
947713,"Takoma Park",38.9911,-77.0103
947714,"Rutland",38.9626,-76.6447
947715,"Nas Patuxent Ri",38.28,-76.43
947814," Aurora Municipal Airport",41.77,-88.47
947815," Chicago O'hare Airport",41.98,-87.9
947816,"Antioch",42.48,-88.0411
947817,"Cherry Valley",42.23,-88.95
947818,"Antioch",42.4881,-88.1123
947819,"Rockford",42.2811,-89.1161
947820,"Rockford",42.26,-89.05
948308,"Seminole",32.72,-102.65
948417,"Playalinda Beach",28.78,-80.8
948418,"Playalinda Beach",29.06,-80.95
948420,"Playalinda Beach",28.61,-80.62
948421,"Cape Canaveral",28.39,-80.62
948423,"Melbourne",28.1,-80.64
948424," Space Center Exec",28.46,-80.72
948426,"St. Lucie Inlet",27.4855,-80.3619
948427,"St. Lucie Nuclear Power Plant",27.331,-80.3016
948428,"Sebastian Inlet",27.8168,-80.4914
948429,"Buoy 41009",28.52,-80.17
948434,"Cape Canaveral",28.35,-80.62
948435,"Melbourne",28.11,-80.59
948469,"New Smyrna Beach",29.0582,-80.9406
932451,"Johnston Corner",36.9038,-121.6397
932451,"Johnston Corner",36.9035,-121.6393
932482,"Panoche",36.5958,-120.8272
932482,"Panoche",36.5949,-120.8249
932482,"Panoche",36.5949,-120.8267
932482,"Panoche",36.5953,-120.8272
932483,"Spreckels",36.6236,-121.6314
932483,"Spreckels",36.6234,-121.6309
932483,"Spreckels",36.6232,-121.6312
932483,"Spreckels",36.6234,-121.6316
932484,"Rucker",37.0266,-121.6558
932484,"Rucker",37.0265,-121.6562
932484,"Rucker",37.0263,-121.6563
932484,"Rucker",37.0263,-121.6559
932485,"Mission Spgs",37.0917,-121.9779
932485,"Mission Spgs",37.0903,-121.9774
932485,"Mission Spgs",37.0904,-121.9781
932485,"Mission Spgs",37.0914,-121.9785
932487,"Midway",37.5479,-121.5717
932487,"Midway",37.5486,-121.5704
932487,"Midway",37.5477,-121.5694
932487,"Midway",37.5475,-121.5703
932489,"Alta Vista",36.5827,-121.6305
932489,"Alta Vista",36.5828,-121.6307
932489,"Alta Vista",36.5826,-121.6306
932489,"Alta Vista",36.5826,-121.6304
932491,"Lucia",36.0925,-121.6184
932491,"Lucia",36.0924,-121.6187
932491,"Lucia",36.0922,-121.6186
932491,"Lucia",36.0923,-121.6185
932492,"Carmel",36.5423,-121.928
932492,"Carmel",36.5411,-121.9279
932492,"Carmel",36.541,-121.9247
932492,"Carmel",36.5417,-121.9245
932501,"Aptos",37.0015,-121.8746
932501,"Aptos",37.0011,-121.8744
932501,"Aptos",37.0011,-121.874
932501,"Aptos",37.0014,-121.8741
932503,"Rob Roy Jct",36.9603,-121.8404
932503,"Rob Roy Jct",36.9606,-121.8397
932503,"Rob Roy Jct",36.9607,-121.84
932503,"Rob Roy Jct",36.9605,-121.8406
933925,"Hollister",36.7969,-121.4089
933925,"Hollister",36.7967,-121.4094
933925,"Hollister",36.7962,-121.4091
933925,"Hollister",36.7964,-121.4088
933926,"Bitterwater",36.4074,-120.9923
933926,"Bitterwater",36.4064,-120.9932
933926,"Bitterwater",36.4069,-120.9935
933926,"Bitterwater",36.4076,-120.993
933927,"Bitterwater",36.3806,-121.0014
933927,"Bitterwater",36.3805,-121.0018
933927,"Bitterwater",36.3803,-121.0018
933927,"Bitterwater",36.3804,-121.0013
933928,"Panoche",36.5948,-120.8279
933928,"Panoche",36.5948,-120.8276
933928,"Panoche",36.5947,-120.8272
933928,"Panoche",36.5947,-120.8275
933929,"San Juan Bautista",36.8358,-121.5316
933929,"San Juan Bautista",36.8359,-121.5317
933929,"San Juan Bautista",36.8357,-121.5318
933929,"San Juan Bautista",36.8357,-121.5316
939785,"Arp",32.2301,-95.052
939786,"Maud",33.3326,-94.344
939787,"Karnack",32.6687,-94.1709
939788,"Elysian Flds",32.3733,-94.1841
939789,"Carthage",32.1624,-94.3785
939814,"Keysville",33.86,-82.5
947561,"Good Hope",34.11,-86.86
947562,"Good Hope",34.12,-86.86
947564,"Good Hope",34.11,-86.86
947565,"Good Hope",34.09,-86.88
947567,"Cullman",34.17,-86.84
947568,"Mt Olive",34.45,-86.55
947569,"Mt Olive",34.46,-86.54
947570,"Cave Spg",34.6,-86.43
947571,"New Hope",34.54,-86.41
947572,"Redstone Aaf",34.66,-86.72
947573,"Paint Rock",34.66,-86.33
947574,"Paint Rock",34.66,-86.33
947575,"Madison Co Jet Port",34.67,-86.75
947576,"Paint Rock",34.66,-86.33
947577,"New Hope",34.54,-86.41
947578,"Paint Rock",34.68,-86.33
947579,"Skyline",34.81,-86.12
947559,"Berlin",34.1904,-86.74
947559,"Simcoe",34.2009,-86.7061
948271,"Gravel Hill",34.4845,-87.7181
948271,"Gravel Hill",34.4854,-87.7134
948272,"Russellville",34.52,-87.72
948273,"Newburg",34.49,-87.59
948274,"Woodland Mills",34.47,-86.69
948275,"Mt Hope",34.48,-87.43
948276,"Fletcher Chapel",34.7243,-86.668
948277,"Oakwood College",34.7532,-86.6116
948278,"Bell Factory",34.8,-86.5
948279,"Flat Rock",34.73,-85.73
948280,"Trade",34.08,-87.06
948281,"Guntersville Muni Ar",34.36,-86.29
948282,"Huges Mill",34.42,-85.8
948283,"Fyffe",34.454,-85.912
948283,"Fyffe",34.454,-85.906
948387,"St Bernard",34.19,-86.78
948396,"Guntersville Muni Ar",34.3668,-86.2654
948396,"Guntersville Muni Ar",34.3671,-86.2577
948403,"Loretto",34.0378,-86.9314
948407,"Loretto",34.0337,-86.9584
948410,"Simcoe",34.1987,-86.7006
948412,"Berlin",34.1881,-86.742
948415,"Brooklyn",34.2002,-86.6611
940002,"Mack",39.15,-84.66
940004,"Bevis",39.23,-84.59
940005,"Bevis",39.2429,-84.5916
940042,"Miamiville",39.2272,-84.2874
940098,"Douro",31.7614,-102.5403
940100,"Odessa",31.8913,-102.2898
940101,"Stanton",32.13,-101.8171
940102,"Big Spring",32.25,-101.4358
940103,"Big Spring",32.25,-101.4358
940104,"Big Spring",32.2066,-101.47
940110,"St Lawrence",31.6986,-101.5347
940112,"St Lawrence",31.7044,-101.5329
940349,"Colorado City",32.4,-100.85
940113,"Newberry Arpt",34.3112,-81.6364
940115,"Columbia Owens Arpt",33.9678,-80.9902
940116,"North",33.61,-81.08
940117,"Mc Entire Ang",33.9217,-80.8044
940118,"Shaw Afb Sumter",33.9707,-80.4715
940300,"Columbia Metro",33.9416,-81.1207
940453,"Bakers Xrds",34.3985,-81.5688
940455,"Bakers Xrds",34.3845,-81.5498
940456,"Lykesland",33.9384,-80.903
940457,"Horrel Hill",33.9504,-80.8526
940458,"Mc Entire Ang",33.9508,-80.761
940458,"Mc Entire Ang",33.9451,-80.7532
940459,"Shaw Afb Sumter",33.9553,-80.4732
940460,"Sumter",33.94,-80.39
940461,"Privateer",33.83,-80.41
940462,"Pinewood",33.77,-80.43
940463,"Sumter",33.9144,-80.3818
940464,"Brogdon",33.81,-80.28
940465,"Wagener",33.6523,-81.3619
940466,"Hammond Xrds",33.78,-80.98
940466,"Hammond Xrds",33.73,-80.93
940467,"Johnston",33.8334,-81.8117
940472,"Cane Savannah",33.9155,-80.4247
940473,"Hopkins",33.9115,-80.8706
940468,"Waynesboro",33.0956,-82.1126
940469,"Gough",33.06,-82.22
940105,"Dubach",32.72,-92.59
940114,"Shiloh",32.7643,-92.4998
940114,"Bayou d Arbonne Lake",32.7883,-92.4645
940119,"Yantis",32.93,-95.5753
940120,"Mt Vernon",33.1753,-95.2278
940121,"Foreman",33.7234,-94.3967
940122,"Cross Rds",33.788,-94.3899
940123,"Winthrop",33.8344,-94.344
949613,"Cucumber",37.2913,-81.6183
949613,"Six",37.3778,-81.6253
949613,"Garland",37.3829,-81.7563
949615,"Nelco",37.7721,-82.3228
949615,"Nelco",37.7683,-82.3301
949615,"Nelco",37.7632,-82.3258
949615,"Nelco",37.7661,-82.3133
949616,"Buckeye",38.1913,-80.1733
949616,"Minnehaha Spgs",38.1662,-79.9796
949616,"Dunmore",38.3392,-79.8611
949616,"Slaty Fork",38.3595,-80.1387
949623,"Black Betsey",38.4942,-81.8391
949623,"Scary",38.4468,-81.8401
949623,"Poca",38.4501,-81.7788
949623,"Raymond City",38.4961,-81.7787
949629,"Kerens",39.0327,-79.8546
949629,"Blue Spg",38.4949,-80.1587
949629,"Mingo",38.4873,-80.0253
949629,"Beulah",38.7511,-79.7887
949629,"Laneville",38.9703,-79.4534
949697,"Cyrus",38.3009,-82.5398
949697,"Hewlet",38.1695,-82.6113
949697,"Brick Church",38.135,-82.6269
949697,"Grassy",38.0325,-82.4832
949697,"Rich Creek",38.1109,-82.3783
950005,"Pee Wee",38.9635,-81.5075
950005,"Sanoma",38.9168,-81.3368
950005,"Cherry",39.0541,-81.2799
950005,"Center Hill",39.0921,-81.4476
950008,"Peeltree",39.2799,-81.5298
950008,"Peeltree",39.2792,-81.3826
950008,"Peeltree",39.3529,-81.3958
950008,"Peeltree",39.3482,-81.5187
950009,"North Spg",37.5471,-81.8195
950009,"Crany",37.7781,-81.5183
950009,"Iroquois",37.5535,-81.3187
950009,"Basin",37.5132,-81.2563
950009,"Micajah",37.4415,-81.3266
947793,"Wekiwa",36.1283,-96.2247
947790,"Wheeler",36.1366,-94.2003
947821,"Osceola",41.03,-93.75
947822,"Numa",40.69,-92.98
948190,"Osceola",41.04,-93.76
948115,"Collinsville",36.35,-95.88
948115,"Owasso Arpt",36.3,-95.7
948115,"Owasso Arpt",36.36,-95.64
948115,"Collinsville",36.43,-95.8
948334,"Barnsdall",36.53,-96.21
948334,"Skiatook Arpt",36.35,-96.01
948334,"Skiatook",36.42,-95.92
948334,"Wolco",36.59,-96.08
948336,"North Miami",36.9992,-95.1
948336,"Narcissa",36.81,-94.88
948336,"Ottawa",36.89,-94.78
948336,"Cardin",36.9976,-94.9123
948338,"North Miami",36.9994,-95.1
948338,"Narcissa",36.81,-94.88
948338,"Ottawa",36.89,-94.78
948338,"Cardin",36.9994,-94.91
948189,"Kirkville",41.12,-92.5
948196,"Winchester",35.19,-86.12
948200,"Frying Pan Shoals Buoy",33.44,-77.74
948234,"Wynne Muni Arpt",35.227,-90.7754
948263,"Hergett",35.7835,-90.6035
948311,"Jonesboro",35.8222,-90.6771
948311,"Nettleton",35.811,-90.6737
948311,"Nettleton",35.8162,-90.6453
948311,"Jonesboro Muni",35.8314,-90.6623
948313,"Valley View",35.7657,-90.7354
948313,"Valley View",35.7609,-90.7351
948313,"Valley View",35.7604,-90.7209
948313,"Valley View",35.7671,-90.7204
948315,"Ridge",35.751,-90.6696
948315,"Ridge",35.7514,-90.6632
948315,"Ridge",35.7457,-90.6636
948315,"Ridge",35.7449,-90.6695
948317,"Tunis",35.9644,-90.519
948317,"Tunis",35.9554,-90.5197
948317,"Tunis",35.9545,-90.5057
948317,"Tunis",35.9637,-90.5061
948332,"Paragould",36.0579,-90.4909
948332,"Paragould",36.0567,-90.4798
948332,"Paragould",36.05,-90.48
948332,"Paragould",36.0495,-90.4915
948333,"Happy",34.1664,-88.7258
948333,"Happy",34.1578,-88.723
948333,"Happy",34.1571,-88.7334
948333,"Happy",34.1669,-88.738
948223,"Warsaw",34.825,-89.6839
948224,"Batesville",34.32,-89.95
948225,"Tiplersville",34.8902,-88.9164
948225,"Tiplersville",34.885,-88.9058
948225,"Tiplersville",34.8713,-88.9135
948225,"Tiplersville",34.8741,-88.9207
948232,"Corinth",34.9334,-88.5181
948232,"Corinth",34.9331,-88.5167
948232,"Corinth",34.9321,-88.517
948232,"Corinth",34.9325,-88.5183
948255,"Belmont",34.5174,-88.2117
948255,"Tishomingo Co Arpt",34.5167,-88.2017
948255,"Tishomingo Co Arpt",34.5135,-88.2012
948255,"Belmont",34.5134,-88.2104
948256,"Old Houlka",34.0474,-88.9405
948258,"Plymouth",34.1991,-88.9305
947490,"Gastons Still",31.38,-83.06
947491,"Nicholls",31.46,-82.65
947493,"Homerville",31.04,-82.75
947494,"Surrency",31.5,-82.19
947495,"Gastons Still",31.38,-83.06
947496,"Sessoms Station",31.47,-82.58
947497,"Bickley",31.4195,-82.5899
947499,"Mora",31.44,-82.92
947500,"Statenville",30.7,-83.03
947503,"Homerville Arpt",31.06,-82.77
947504,"Statenville",30.7,-83
947505,"Mora",31.4227,-82.8786
947505,"Leliaton",31.2933,-82.9587
947505,"Towanda",31.3148,-83.0963
947505,"Gastons Still",31.4587,-83.1567
947506,"Douglas",31.4956,-82.8429
946107,"Mc Ewen",36.125,-87.635
946108,"Springfield Muni Arp",36.5086,-86.9111
946108,"Springfield",36.482,-86.8885
946108,"Baggettsville",36.4738,-86.7454
946108,"Cross Plains",36.5525,-86.7191
946108,"Mt Denson",36.5431,-86.882
946109,"Nashville",36.1509,-86.7647
946110,"Greenlawn",36.2388,-86.5711
946111,"Hendersonville",36.2802,-86.6234
946112,"Greenlawn",36.2472,-86.5631
946113,"Hendersonville",36.2742,-86.5857
946114,"Hendersonville",36.2762,-86.5767
946115,"La Guardo",36.3019,-86.4214
946116,"Gainesboro",36.35,-85.65
946117,"Pollard",36.309,-87.6526
946117,"Spring Hill",36.3132,-87.6443
946117,"Spring Hill",36.3122,-87.6433
946117,"Pollard",36.3085,-87.6516
946118,"Cumberland Hgts",36.4803,-87.375
946118,"Oakridge",36.4061,-87.4922
946118,"Louise",36.3793,-87.3842
946118,"Salem",36.4446,-87.3145
946119,"Monroe",36.43,-85.25
946120,"Laguardo",36.2823,-86.4585
946121,"Lockertsville",36.328,-87.0965
946121,"Lockertsville",36.3243,-87.0923
946121,"Sycamore",36.3265,-87.0902
946121,"Lockertsville",36.3292,-87.0947
946122,"Oak Grove",36.0021,-87.4771
946122,"Oak Grove",35.9952,-87.5379
946122,"Edgewood",36.2184,-87.5514
946122,"Vanleer",36.2314,-87.4875
946123,"Gray",35.4925,-86.4162
946124,"Christiana",35.72,-86.4
946125,"Gray",35.4835,-86.4185
946126,"Wartrace",35.53,-86.35
946127,"Antioch",36.254,-85.6362
946127,"Union Hill",36.2479,-85.6289
946127,"Union Hill",36.2496,-85.6258
946127,"Antioch",36.2555,-85.6331
946128,"Flewellyn",36.4957,-86.932
946128,"Kinney",36.4984,-86.925
946128,"Springfield Muni Arp",36.4957,-86.9247
946128,"Flewellyn",36.4942,-86.9306
946135,"Ceres",37.2948,-81.1466
946135,"Ceres",37.2957,-81.1446
946135,"Ceres",37.2951,-81.1442
946135,"Ceres",37.2943,-81.1465
933930,"Hollister",36.8265,-121.3874
933930,"Hollister",36.8266,-121.3881
933930,"Hollister",36.8261,-121.3882
933930,"Hollister",36.8261,-121.3877
933931,"Hollister",36.8274,-121.4198
933931,"Hollister",36.8274,-121.4201
933931,"Hollister",36.8271,-121.4201
933931,"Hollister",36.8272,-121.4198
942748,"Canbria",35.5478,-121.0983
942748,"Canbria",35.5434,-121.0942
942748,"Canbria",35.5439,-121.0901
942748,"Canbria",35.5484,-121.0959
942749,"Sycamore Spgs",35.1733,-120.6967
942749,"Shell Beach",35.1682,-120.692
942749,"Shell Beach",35.169,-120.6903
942749,"Sycamore Spgs",35.1741,-120.6945
942750,"Cambria Pines",35.565,-121.1074
942750,"Cambria Pines",35.5641,-121.1072
942750,"Cambria Pines",35.5643,-121.1068
942750,"Cambria Pines",35.5651,-121.107
932349,"Metz",36.3529,-121.2675
932351,"Spreckels Jct",36.661,-121.6228
932339,"Burbank",37.3247,-121.9414
932347,"Spence",36.597,-121.547
932354,"Soledad",36.436,-121.3428
932365,"Mesa Vlg",36.9615,-121.7314
932435,"Alta Vista",36.5727,-121.5748
988859,"Mangonia Park",26.7429,-80.0703
988859,"Golf",26.7395,-80.0497
988856,"Port of Palm Beach",26.6128,-80.0356
988857,"Jupiter Inlet",26.893,-80.0567
989308,"Stannard Rock Light",47.18,-87.23
989309,"Rock of Ages Light",47.8669,-89.3154
989310,"Passage Island Light",48.22,-88.37
989384,"Broken Arrow Arpk",36.0167,-95.8865
940124,"Dierks",34.121,-94.0166
940430,"Hooks",33.4769,-94.2894
940431,"South Texarkana",33.38,-94.0903
940432,"Carthage",32.143,-94.3228
941297,"Circle",31.6884,-95.2293
941297,"Reklaw",31.8229,-94.9451
941301,"Sacul",31.8229,-94.9451
941301,"Sacul",31.8332,-94.9242
941309,"Sulphur Spgs",31.9009,-94.7138
941309,"Concord",31.973,-94.563
941491,"Dotson",31.973,-94.563
941491,"Daniels",32.0669,-94.3878
941492,"Carthage",32.0982,-94.3089
941492,"Front",32.2012,-94.0669
940433,"Dian",33.8189,-93.4124
940435,"Boughton",33.8507,-93.3261
940437,"Pleasant Hill",33.3088,-94.0022
940439,"Old Town",33.3973,-93.5732
940440,"Lewisville Arpt",33.3781,-93.5672
940442,"Caddo",32.7624,-93.9728
940444,"Metcalf",32.4007,-93.8999
940445,"Bodcau",32.5305,-93.5908
940446,"Haughton",32.5305,-93.4983
940447,"Caddo",32.7616,-93.9746
941500,"Kickapoo",32.2378,-93.8364
941500,"Frierson",32.317,-93.671
941501,"Norton",32.317,-93.671
941501,"Gayles",32.3276,-93.663
941557,"Kolter",32.1792,-93.9851
941557,"Keatchie",32.1957,-93.9538
941559,"Four Forks",32.1957,-93.9538
941559,"Four Forks",32.2068,-93.9351
942376,"Rozellville",44.79,-90.08
942377,"Rhinelander",45.63,-89.41
943099,"Hastings Arpt",40.6,-98.43
943110,"Eddyville",40.9933,-99.6447
943114,"Lexington",40.7934,-99.7373
943115,"Overton",40.837,-99.5885
943117,"Overton",40.837,-99.5885
943119,"Sumner",40.95,-99.52
943120,"Kearney",40.7434,-99.08
943109,"Burr Oak",39.87,-98.3189
943561,"Jan Phyl Vlg",27.999,-81.7849
943561,"Eagle Lake",27.9933,-81.7622
943564,"Berkeley",28.47,-82.52
945500,"Crystal Beach",28.09,-82.77
945501,"Galloway",28.09,-82.02
945502,"Lakeland",28.05,-81.96
945506,"Wauchula Muni Arpt",27.55,-81.79
945507,"Wauchula",27.55,-81.8
945508,"Anclote Key",28.17,-82.79
945509,"Clearwater Beach",28.06,-82.81
945510,"Clearwater Beach",27.99,-82.83
945511,"Clearwater Beach",27.96,-82.8
945512,"Clearwater Beach",28.15,-82.8
945513,"Clearwater Beach",27.95,-82.81
943536,"Bartow Muni Arp",27.93,-81.77
943554,"Bayshore Gardens",27.4364,-82.6084
943554,"Bayshore Gardens",27.4338,-82.6006
940193,"Funkstown",39.6239,-77.7169
940194,"Corbett",39.6369,-77.7231
940195,"Cavetown",39.6407,-77.5618
940196,"Chewsville",39.638,-77.6326
940197,"Wolfsville",39.5734,-77.551
940198,"Lantz",39.6682,-77.4288
940199,"Brookeville",39.1994,-77.0662
940200,"Harrisonville",39.3916,-76.8207
940201,"Cronhardt",39.4646,-76.6998
940202,"Normandy Hgts",39.2914,-76.7955
940203,"Lutherville",39.4113,-76.6307
940204,"Perry Hall",39.426,-76.4582
940205,"Savage",39.1113,-76.8364
940206,"Singer",39.4806,-76.3477
940207,"Woodlawn",39.6478,-76.0731
940208,"Aikin",39.5829,-76.0733
940209,"Bay View",39.6467,-75.9578
940210,"Bacon Hill",39.5942,-75.9151
940211,"Leslie",39.6148,-75.9499
940212,"Fair Hill",39.7032,-75.8681
940213,"Elkton Cecil Arpt",39.66,-75.7962
940191,"Spry",39.9137,-76.6808
940192,"White Horse",40.0273,-76.0156
940214,"Berryville",39.1028,-77.9195
940215,"Loudoun Hgts",39.3106,-77.7184
940221,"Hart Miller Island ",39.25,-76.37
940222,"Grove Point ",39.4,-76.04
940223,"Greenbury Point ",38.963,-76.448
943558,"East Tampa",27.87,-82.35
943515,"Clearwater Beach",27.98,-82.83
943516,"Sarasota Beach",27.34,-82.56
943522,"Sarasota Beach",27.34,-82.56
943529,"Sarasota Beach",27.32,-82.6
943531,"Old Tampa Bay",27.86,-82.55
943534,"Lower Tampa Bay",27.6,-82.65
943538,"Clearwater Beach",28.06,-82.81
943541,"Clearwater Beach",27.96,-82.8
943547,"Longboat Key",27.4,-82.57
943549,"Hillsborough Bay",27.95,-82.47
943512,"Bronson",29.46,-82.64
943491,"Clearwater Beach",27.95,-82.81
943494,"Lower Tampa Bay",27.66,-82.59
940344,"Marblehead Neck",42.5121,-70.8145
940346,"Bristol Harbor",41.7045,-71.1745
940353,"Cee Vee",34.22,-100.45
940354,"Childress",34.42,-100.2
940398,"Kahuku",21.6468,-157.9796
940398,"Kalihi",21.3437,-157.9059
940399,"Glenwood",19.4906,-155.2155
940399,"Naalehu",19.0942,-155.6544
940400,"Honokohau",20.9916,-156.6205
940400,"Nahiku",20.7665,-156.1128
940403,"Molokai Airport",21.1581,-157.093
940403,"Halawa Valley",21.1359,-156.7524
940404,"Hawaiian Ocean Vw Est",19.0375,-155.7748
940404,"Kealakekua",19.587,-155.8752
940405,"Hawaiian Ocean Vw Est",19.0233,-155.7521
948259,"Chesterville",34.28,-88.83
948260,"Endville",34.32,-88.88
948261,"Sherman",34.3466,-88.842
948262,"Belden",34.32,-88.82
948326,"Egypt",33.9,-88.73
948327,"New Wren",34.05,-88.66
948328,"Union",34.148,-88.5726
948329,"Eukaba",34.1918,-88.5593
948330,"Amory",33.98,-88.5
948331,"Fulton",34.2686,-88.4098
948331,"Fulton",34.2778,-88.4086
948335,"Okolona",33.9519,-88.816
948335,"Okolona",33.9588,-88.8131
948337,"Okolona",34.0296,-88.8041
948337,"Okolona",34.0483,-88.7967
948985,"Bigbee",34.0783,-88.6295
948985,"Bigbee",34.089,-88.621
948986,"Nettleton",34.089,-88.621
948986,"Union",34.1418,-88.5932
948229,"Pickwick Dam",35.05,-88.25
948229,"Pickwick Lake",35.0742,-88.1831
948230,"Poor",35.0456,-88.9034
948230,"Poor",35.0478,-88.9094
948230,"Poor",35.0425,-88.9092
948230,"Poor",35.0424,-88.905
948233,"Pocahontas",35.062,-88.8113
948233,"Pocahontas",35.079,-88.82
948233,"Pocahontas",35.0713,-88.8304
948233,"Pocahontas",35.0583,-88.8195
948235,"Medon",35.4689,-88.8681
948235,"Medon",35.4908,-88.9045
948252,"Wilkinsville",35.3974,-89.9261
948252,"Wilkinsville",35.394,-89.9264
